,index,Match Type,POTM,Venue,Team1,Team2,Toss_Winner,Toss_Decision,Winner,Win_Margin,Result_Type,Target_Runs,Season,Match
120,0,League,Dwayne Bravo,Wankhede,MI,CSK,Chennai Super Kings,field,CSK,1,wicket,165,2018,"['1st', 'match']"
121,1,League,KL Rahul,Mohali,DC,KXIP,Kings XI Punjab,field,Kings,6,wicket,166,2018,"['2nd', 'match']"
122,2,League,Sunil Narine,Eden Gardens,RCB,KKR,Kolkata Knight Riders,field,KKR,4,wicket,176,2018,"['3rd', 'match']"
123,3,League,Shikhar Dhawan,Hyderabad,RR,SRH,Sunrisers Hyderabad,field,SRH,9,wicket,125,2018,"['4th', 'match']"
124,4,League,Sam Billings,Chennai,KKR,CSK,Chennai Super Kings,field,CSK,5,wicket,202,2018,"['5th', 'match']"
125,5,League,Sanju Samson,Jaipur,RR,DC,Delhi Daredevils,field,RR,10,runs,153,2018,"['6th', 'match']"
126,6,League,Rashid Khan,Hyderabad,MI,SRH,Sunrisers Hyderabad,field,SRH,1,wicket,147,2018,"['7th', 'match']"
127,7,League,Umesh Yadav,Bengaluru,KXIP,RCB,Royal Challengers Bangalore,field,RCB,4,wicket,155,2018,"['8th', 'match']"
128,8,League,Jason Roy,Wankhede,MI,DC,Delhi Daredevils,field,Daredevils,7,wicket,194,2018,"['9th', 'match']"
129,9,League,Billy Stanlake,Eden Gardens,KKR,SRH,Sunrisers Hyderabad,field,SRH,5,wicket,138,2018,"['10th', 'match']"
130,10,League,Sanju Samson,Bengaluru,RR,RCB,Royal Challengers Bangalore,field,RR,19,runs,217,2018,"['11th', 'match']"
131,11,League,Chris Gayle,Mohali,KXIP,CSK,Chennai Super Kings,field,Kings,4,runs,197,2018,"['12th', 'match']"
132,12,League,Nitish Rana,Eden Gardens,KKR,DC,Delhi Daredevils,field,KKR,71,runs,200,2018,"['13th', 'match']"
133,13,League,Rohit Sharma,Wankhede,MI,RCB,Royal Challengers Bangalore,field,MI,46,runs,213,2018,"['14th', 'match']"
134,14,League,Nitish Rana,Jaipur,RR,KKR,Kolkata Knight Riders,field,KKR,7,wicket,160,2018,"['15th', 'match']"
135,15,League,Chris Gayle,Mohali,KXIP,SRH,Kings XI Punjab,bat,Kings,15,runs,193,2018,"['16th', 'match']"
136,16,League,Shane Watson,Pune,CSK,RR,Rajasthan Royals,field,CSK,64,runs,204,2018,"['17th', 'match']"
137,17,League,KL Rahul,Eden Gardens,KKR,KXIP,Kings XI Punjab,field,Kings,9,wicket,191,2018,"['18th', 'match']"
138,18,League,AB de Villiers,Bengaluru,DC,RCB,Royal Challengers Bangalore,field,RCB,6,wicket,174,2018,"['19th', 'match']"
139,19,League,Ambati Rayudu,Hyderabad,CSK,SRH,Sunrisers Hyderabad,field,CSK,4,runs,182,2018,"['20th', 'match']"
140,20,League,Jofra Archer,Jaipur,MI,RR,Mumbai Indians,bat,RR,3,wicket,167,2018,"['21st', 'match']"
141,21,League,Ankit Rajpoot,Delhi,KXIP,DC,Delhi Daredevils,field,Kings,4,runs,143,2018,"['22nd', 'match']"
142,22,League,Rashid Khan,Wankhede,SRH,MI,Mumbai Indians,field,SRH,31,runs,118,2018,"['23rd', 'match']"
143,23,League,MS Dhoni,Bengaluru,RCB,CSK,Chennai Super Kings,field,CSK,5,wicket,205,2018,"['24th', 'match']"
144,24,League,Ankit Rajpoot,Hyderabad,SRH,KXIP,Kings XI Punjab,field,SRH,13,runs,132,2018,"['25th', 'match']"
145,25,League,Shreyas Iyer,Delhi,DC,KKR,Kolkata Knight Riders,field,Daredevils,55,runs,219,2018,"['26th', 'match']"
146,26,League,Rohit Sharma,Pune,CSK,MI,Mumbai Indians,field,MI,8,wicket,169,2018,"['27th', 'match']"
147,27,League,Kane Williamson,Jaipur,SRH,RR,Sunrisers Hyderabad,bat,SRH,11,runs,151,2018,"['28th', 'match']"
148,28,League,Chris Lynn,Bengaluru,RCB,KKR,Kolkata Knight Riders,field,KKR,6,wicket,175,2018,"['29th', 'match']"
149,29,League,Shane Watson,Pune,CSK,DC,Delhi Daredevils,field,CSK,13,runs,211,2018,"['30th', 'match']"
150,30,League,Tim Southee,Bengaluru,RCB,MI,Mumbai Indians,field,RCB,14,runs,167,2018,"['31st', 'match']"
151,31,League,Rishabh Pant,Delhi,DC,RR,Rajasthan Royals,field,Daredevils,4,runs,196,2018,"['32nd', 'match']"
152,32,League,Sunil Narine,Eden Gardens,CSK,KKR,Kolkata Knight Riders,field,KKR,6,wicket,177,2018,"['33rd', 'match']"
153,33,League,Suryakumar Yadav,Indore,KXIP,MI,Mumbai Indians,field,MI,6,wicket,174,2018,"['34th', 'match']"
154,34,League,Ravindra Jadeja,Pune,RCB,CSK,Chennai Super Kings,field,CSK,6,wicket,127,2018,"['35th', 'match']"
155,35,League,Rashid Khan,Hyderabad,DC,SRH,Delhi Daredevils,bat,SRH,7,wicket,163,2018,"['36th', 'match']"
156,36,League,Hardik Pandya,Wankhede,MI,KKR,Kolkata Knight Riders,field,MI,13,runs,181,2018,"['37th', 'match']"
157,37,League,Mujeeb Ur Rahman,Indore,RR,KXIP,Kings XI Punjab,field,Kings,6,wicket,152,2018,"['38th', 'match']"
158,38,League,Kane Williamson,Hyderabad,SRH,RCB,Royal Challengers Bangalore,field,SRH,5,runs,146,2018,"['39th', 'match']"
159,39,League,Jos Buttler,Jaipur,RR,KXIP,Rajasthan Royals,bat,RR,15,runs,158,2018,"['40th', 'match']"
160,40,League,Ishan Kishan,Eden Gardens,MI,KKR,Kolkata Knight Riders,field,MI,102,runs,210,2018,"['41st', 'match']"
161,41,League,Shikhar Dhawan,Delhi,DC,SRH,Delhi Daredevils,bat,SRH,9,wicket,187,2018,"['42nd', 'match']"
162,42,League,Jos Buttler,Jaipur,CSK,RR,Chennai Super Kings,bat,RR,4,wicket,176,2018,"['43rd', 'match']"
163,43,League,Sunil Narine,Indore,KKR,KXIP,Kings XI Punjab,field,KKR,31,runs,245,2018,"['44th', 'match']"
164,44,League,AB de Villiers,Delhi,DC,RCB,Royal Challengers Bangalore,field,RCB,5,wicket,181,2018,"['45th', 'match']"
165,45,League,Ambati Rayudu,Pune,SRH,CSK,Chennai Super Kings,field,CSK,8,wicket,179,2018,"['46th', 'match']"
166,46,League,Jos Buttler,Wankhede,MI,RR,Rajasthan Royals,field,RR,7,wicket,168,2018,"['47th', 'match']"
167,47,League,Umesh Yadav,Indore,KXIP,RCB,Royal Challengers Bangalore,field,RCB,10,wicket,88,2018,"['48th', 'match']"
168,48,League,Kuldeep Yadav,Eden Gardens,RR,KKR,Kolkata Knight Riders,field,KKR,6,wicket,142,2018,"['49th', 'match']"
169,49,League,Jasprit Bumrah,Wankhede,MI,KXIP,Kings XI Punjab,field,MI,3,runs,186,2018,"['50th', 'match']"
170,50,League,AB de Villiers,Bengaluru,RCB,SRH,Sunrisers Hyderabad,field,RCB,14,runs,218,2018,"['51st', 'match']"
171,51,League,Harshal Patel,Delhi,DC,CSK,Chennai Super Kings,field,Daredevils,34,runs,162,2018,"['52nd', 'match']"
172,52,League,Shreyas Gopal,Jaipur,RR,RCB,Rajasthan Royals,bat,RR,30,runs,164,2018,"['53rd', 'match']"
173,53,League,Chris Lynn,Hyderabad,SRH,KKR,Sunrisers Hyderabad,bat,KKR,5,wicket,172,2018,"['54th', 'match']"
174,54,League,Amit Mishra,Delhi,DC,MI,Delhi Daredevils,bat,Daredevils,11,runs,174,2018,"['55th', 'match']"
175,55,League,Lungi Ngidi,Pune,KXIP,CSK,Chennai Super Kings,field,CSK,5,wicket,153,2018,"['56th', 'match']"
176,56,Qualifier 1,Faf du Plessis,Wankhede,SRH,CSK,Chennai Super Kings,field,CSK,2,wicket,139,2018,Qualifier 1
177,57,Eliminator,Andre Russell,Eden Gardens,KKR,RR,Rajasthan Royals,field,KKR,25,runs,169,2018,Eliminator
178,58,Qualifier 2,Rashid Khan,Eden Gardens,SRH,KKR,Kolkata Knight Riders,field,SRH,14,runs,174,2018,Qualifier 2
179,59,Final,Shane Watson,Wankhede,SRH,CSK,Chennai Super Kings,field,CSK,8,wicket,178,2018,Final
180,0,League,Harbhajan Singh,Chennai,RCB,CSK,Chennai Super Kings,field,CSK,7,wicket,70,2019,"['1st', 'Match']"
181,1,League,Andre Russell,Eden Gardens,SRH,KKR,Kolkata Knight Riders,field,KKR,6,wicket,181,2019,"['2nd', 'Match']"
182,2,League,Rishabh Pant,Wankhede,DC,MI,Mumbai Indians,field,DC,37,runs,213,2019,"['3rd', 'Match']"
183,3,League,Chris Gayle,Jaipur,KXIP,RR,Rajasthan Royals,field,Kings,14,runs,184,2019,"['4th', 'Match']"
184,4,League,Shane Watson,Delhi,DC,CSK,Delhi Capitals,bat,CSK,6,wicket,147,2019,"['5th', 'Match']"
185,5,League,Andre Russell,Eden Gardens,KKR,KXIP,Kings XI Punjab,field,KKR,28,runs,218,2019,"['6th', 'Match']"
186,6,League,Jasprit Bumrah,Bengaluru,MI,RCB,Royal Challengers Bangalore,field,MI,6,runs,187,2019,"['7th', 'Match']"
187,7,League,Rashid Khan,Hyderabad,RR,SRH,Rajasthan Royals,bat,SRH,5,wicket,198,2019,"['8th', 'Match']"
188,8,League,Mayank Agarawal,Mohali,MI,KXIP,Kings XI Punjab,field,Kings,8,wicket,176,2019,"['9th', 'Match']"
189,9,League,Prithvi Shaw,Delhi,KKR,DC,Delhi Capitals,field,Match,,runs,,2019,"['10th', 'Match']"
190,10,League,Jonny Bairstow,Hyderabad,SRH,RCB,Royal Challengers Bangalore,field,SRH,118,runs,231,2019,"['11th', 'Match']"
191,11,League,MS Dhoni,Chennai,CSK,RR,Rajasthan Royals,field,CSK,8,runs,175,2019,"['12th', 'Match']"
192,12,League,Sam Curran,Mohali,KXIP,DC,Delhi Capitals,field,Kings,14,runs,166,2019,"['13th', 'Match']"
193,13,League,Shreyas Gopal,Jaipur,RCB,RR,Rajasthan Royals,field,RR,7,wicket,158,2019,"['14th', 'Match']"
194,14,League,Hardik Pandya,Wankhede,MI,CSK,Chennai Super Kings,field,MI,37,runs,170,2019,"['15th', 'Match']"
195,15,League,Jonny Bairstow,Delhi,DC,SRH,Sunrisers Hyderabad,field,SRH,5,wicket,129,2019,"['16th', 'Match']"
196,16,League,Andre Russell,Bengaluru,RCB,KKR,Kolkata Knight Riders,field,KKR,5,wicket,205,2019,"['17th', 'Match']"
197,17,League,Harbhajan Singh,Chennai,CSK,KXIP,Chennai Super Kings,bat,CSK,22,runs,160,2019,"['18th', 'Match']"
198,18,League,Alzarri Joseph,Hyderabad,MI,SRH,Sunrisers Hyderabad,field,MI,40,runs,136,2019,"['19th', 'Match']"
199,19,League,Kagiso Rabada,Bengaluru,RCB,DC,Delhi Capitals,field,DC,4,wicket,149,2019,"['20th', 'Match']"
200,20,League,Harry Gurney,Jaipur,RR,KKR,Kolkata Knight Riders,field,KKR,8,wicket,139,2019,"['21st', 'Match']"
201,21,League,KL Rahul,Mohali,SRH,KXIP,Kings XI Punjab,field,Kings,6,wicket,150,2019,"['22nd', 'Match']"
202,22,League,Deepak Chahar,Chennai,KKR,CSK,Chennai Super Kings,field,CSK,7,wicket,108,2019,"['23rd', 'Match']"
203,23,League,Kieron Pollard,Wankhede,KXIP,MI,Mumbai Indians,field,MI,3,wicket,197,2019,"['24th', 'Match']"
204,24,League,MS Dhoni,Jaipur,RR,CSK,Chennai Super Kings,field,CSK,4,wicket,151,2019,"['25th', 'Match']"
205,25,League,Shikhar Dhawan,Eden Gardens,KKR,DC,Delhi Capitals,field,DC,7,wicket,178,2019,"['26th', 'Match']"
206,26,League,Jos Buttler,Wankhede,MI,RR,Rajasthan Royals,field,RR,4,wicket,187,2019,"['27th', 'Match']"
207,27,League,AB de Villiers,Mohali,KXIP,RCB,Royal Challengers Bangalore,field,RCB,8,wicket,173,2019,"['28th', 'Match']"
208,28,League,Imran Tahir,Eden Gardens,KKR,CSK,Chennai Super Kings,field,CSK,5,wicket,161,2019,"['29th', 'Match']"
209,29,League,Keemo Paul,Hyderabad,DC,SRH,Sunrisers Hyderabad,field,DC,39,runs,155,2019,"['30th', 'Match']"
210,30,League,Lasith Malinga,Wankhede,RCB,MI,Mumbai Indians,field,MI,5,wicket,171,2019,"['31st', 'Match']"
211,31,League,Ravichandran Ashwin,Mohali,KXIP,RR,Rajasthan Royals,field,Kings,12,runs,182,2019,"['32nd', 'Match']"
212,32,League,David Warner,Hyderabad,CSK,SRH,Chennai Super Kings,bat,SRH,6,wicket,132,2019,"['33rd', 'Match']"
213,33,League,Hardik Pandya,Delhi,MI,DC,Mumbai Indians,bat,MI,40,runs,168,2019,"['34th', 'Match']"
214,34,League,Virat Kohli,Eden Gardens,RCB,KKR,Kolkata Knight Riders,field,RCB,10,runs,213,2019,"['35th', 'Match']"
215,35,League,Steven Smith,Jaipur,MI,RR,Rajasthan Royals,field,RR,5,wicket,161,2019,"['36th', 'Match']"
216,36,League,Shreyas Iyer,Delhi,KXIP,DC,Delhi Capitals,field,DC,5,wicket,163,2019,"['37th', 'Match']"
217,37,League,Khaleel Ahmed,Hyderabad,KKR,SRH,Sunrisers Hyderabad,field,SRH,9,wicket,159,2019,"['38th', 'Match']"
218,38,League,Parthiv Patel,Bengaluru,RCB,CSK,Chennai Super Kings,field,RCB,1,runs,161,2019,"['39th', 'Match']"
